director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
françois ozon,catherine deneuve,isabelle huppert,emmanuelle béart,comedy crime musical romance,8 women ,catherine deneuve isabelle huppert emmanuelle béart françois ozon comedy crime musical romance
mark l. lester,cary-hiroyuki tagawa,tia carrere,vernee watson,action comedy crime thriller,showdown in little tokyo ,cary-hiroyuki tagawa tia carrere vernee watson mark l. lester action comedy crime thriller
david dobkin,janeane garofalo,vince vieluf,kevin rahm,comedy crime,clay pigeons ,janeane garofalo vince vieluf kevin rahm david dobkin comedy crime
anna boden,zoë kravitz,jeremy davies,jim gaffigan,comedy drama romance,it's kind of a funny story ,zoë kravitz jeremy davies jim gaffigan anna boden comedy drama romance
nigel cole,bob hoskins,robbie kay,sally hawkins,biography comedy drama history,made in dagenham ,bob hoskins robbie kay sally hawkins nigel cole biography comedy drama history
anand tucker,colin firth,jim broadbent,gina mckee,biography drama,when did you last see your father? ,colin firth jim broadbent gina mckee anand tucker biography drama
steve james,kurtwood smith,laurel holloman,amy locane,biography drama romance sport,prefontaine ,kurtwood smith laurel holloman amy locane steve james biography drama romance sport
michael winner,faye dunaway,marina sirtis,john gielgud,adventure drama,the wicked lady ,faye dunaway marina sirtis john gielgud michael winner adventure drama
tomm moore,sean lennon,mick lally,evan mcguire,adventure animation family fantasy,the secret of kells ,sean lennon mick lally evan mcguire tomm moore adventure animation family fantasy
john carney,james corden,karen pittman,mary catherine garrison,drama music,begin again ,james corden karen pittman mary catherine garrison john carney drama music
david jacobson,hunter parrish,bruce dern,rory culkin,drama romance thriller,down in the valley ,hunter parrish bruce dern rory culkin david jacobson drama romance thriller
michael corrente,jerry ferrara,tony devon,alexa havins,crime drama,brooklyn rules ,jerry ferrara tony devon alexa havins michael corrente crime drama
edward hall,rufus sewell,hayley atwell,charlotte rampling,drama romance,restless ,rufus sewell hayley atwell charlotte rampling edward hall drama romance
keith gordon,robert downey jr.,robin wright,alfre woodard,comedy crime musical mystery,the singing detective ,robert downey jr. robin wright alfre woodard keith gordon comedy crime musical mystery
david leland,anna friel,catherine mccormack,steven mackintosh,drama romance war,the land girls ,anna friel catherine mccormack steven mackintosh david leland drama romance war
andrew currie,alexia fast,henry czerny,kesun loder,comedy drama horror sci-fi,fido ,alexia fast henry czerny kesun loder andrew currie comedy drama horror sci-fi
andrew wilson,will ferrell,eddie griffin,jacob vargas,comedy drama romance,the wendell baker story ,will ferrell eddie griffin jacob vargas andrew wilson comedy drama romance
jonathan lynn,rupert grint,rupert everett,geoff bell,action comedy crime,wild target ,rupert grint rupert everett geoff bell jonathan lynn action comedy crime
marc schölermann,john de lancie,larry drake,johnny whitworth,crime horror thriller,pathology ,john de lancie larry drake johnny whitworth marc schölermann crime horror thriller
unknown,tom hardy,jack o'connell,kevin mcnally,drama romance,wuthering heights             ,tom hardy jack o'connell kevin mcnally unknown drama romance
robert moresco,brian dennehy,brad renfro,dash mihok,crime drama thriller,10th & wolf ,brian dennehy brad renfro dash mihok robert moresco crime drama thriller
thomas vinterberg,michael angarano,chris owen,william hootkins,comedy crime drama romance,dear wendy ,michael angarano chris owen william hootkins thomas vinterberg comedy crime drama romance
claudia llosa,ian tracey,zen mcgrath,william shimell,drama,aloft ,ian tracey zen mcgrath william shimell claudia llosa drama
katsuhiro ôtomo,mitsuo iwata,takeshi kusao,tesshô genda,action animation sci-fi,akira ,mitsuo iwata takeshi kusao tesshô genda katsuhiro ôtomo action animation sci-fi
john herzfeld,paul walker,olivia wilde,jason flemyng,action crime thriller,the death and life of bobby z ,paul walker olivia wilde jason flemyng john herzfeld action crime thriller
charles binamé,stephen mchattie,roy dupuis,julie lebreton,biography drama sport,the rocket: the legend of rocket richard ,stephen mchattie roy dupuis julie lebreton charles binamé biography drama sport
keith parmer,rachel ann mullins,josh henderson,grant bowler,action crime drama thriller,swelter ,rachel ann mullins josh henderson grant bowler keith parmer action crime drama thriller
dennie gordon,leehom wang,ruby lin,jack kao,action adventure comedy romance,my lucky star ,leehom wang ruby lin jack kao dennie gordon action adventure comedy romance
ol parker,celia imrie,ben miles,darren boyd,comedy drama romance,imagine me & you ,celia imrie ben miles darren boyd ol parker comedy drama romance
bruce beresford,mckenna grace,lucy fry,natalie coughlin,drama,mr. church ,mckenna grace lucy fry natalie coughlin bruce beresford drama
françois ozon,charlotte rampling,ludivine sagnier,jean-claude lecas,crime drama mystery thriller,swimming pool ,charlotte rampling ludivine sagnier jean-claude lecas françois ozon crime drama mystery thriller
james nunn,spencer wilding,mark wingett,kacey clarke,action drama,green street 3: never back down ,spencer wilding mark wingett kacey clarke james nunn action drama
david webb peoples,delroy lindo,joan chen,anna katarina,action sci-fi sport,the blood of heroes ,delroy lindo joan chen anna katarina david webb peoples action sci-fi sport
michael winnick,scott takeda,helena mattsson,craig sheffer,action,code of honor ,scott takeda helena mattsson craig sheffer michael winnick action
bruce beresford,morgan freeman,jessica tandy,patti lupone,comedy drama family,driving miss daisy ,morgan freeman jessica tandy patti lupone bruce beresford comedy drama family
george tillman jr.,vanessa williams,mekhi phifer,vivica a. fox,comedy drama,soul food ,vanessa williams mekhi phifer vivica a. fox george tillman jr. comedy drama
stanley tong,françoise yip,anita mui,garvin cross,action comedy,rumble in the bronx ,françoise yip anita mui garvin cross stanley tong action comedy
david oelhoffen,viggo mortensen,reda kateb,ángela molina,drama war western,far from men ,viggo mortensen reda kateb ángela molina david oelhoffen drama war western
jason reitman,j.k. simmons,cameron bright,todd louiso,comedy drama,thank you for smoking ,j.k. simmons cameron bright todd louiso jason reitman comedy drama
eli roth,jay hernandez,lauren german,stanislav ianevski,horror,hostel: part ii ,jay hernandez lauren german stanislav ianevski eli roth horror
lone scherfig,dominic cooper,olivia williams,ellie kendrick,drama,an education ,dominic cooper olivia williams ellie kendrick lone scherfig drama
anand tucker,frances conroy,bridgette wilson-sampras,clyde kusatsu,drama romance,shopgirl ,frances conroy bridgette wilson-sampras clyde kusatsu anand tucker drama romance
tony richardson,joely richardson,beau bridges,nastassja kinski,comedy drama romance,the hotel new hampshire ,joely richardson beau bridges nastassja kinski tony richardson comedy drama romance
joe carnahan,jason patric,chi mcbride,alan van sprang,crime drama mystery thriller,narc ,jason patric chi mcbride alan van sprang joe carnahan crime drama mystery thriller
paul gross,molly parker,paul gross,kari matchett,comedy drama romance sport,men with brooms ,molly parker paul gross kari matchett paul gross comedy drama romance sport
charles robert carner,ivana milicevic,jenny mccarthy,richard bull,comedy crime,witless protection ,ivana milicevic jenny mccarthy richard bull charles robert carner comedy crime
russell holt,eric johnson,brenda strong,tiffany dupont,drama romance,the work and the glory ,eric johnson brenda strong tiffany dupont russell holt drama romance
mike judge,j.k. simmons,mila kunis,clifton collins jr.,comedy crime romance,extract ,j.k. simmons mila kunis clifton collins jr. mike judge comedy crime romance
larry charles,jeff bridges,cheech marin,bruce dern,comedy drama music,masked and anonymous ,jeff bridges cheech marin bruce dern larry charles comedy drama music
claude miller,sandrine kiberlain,edouard baer,roschdy zem,comedy crime drama romance thriller,alias betty ,sandrine kiberlain edouard baer roschdy zem claude miller comedy crime drama romance thriller
michael winterbottom,samantha morton,om puri,natalie mendoza,drama romance sci-fi thriller,code 46 ,samantha morton om puri natalie mendoza michael winterbottom drama romance sci-fi thriller
sacha bennett,bob hoskins,jenny agutter,vincent regan,comedy,outside bet ,bob hoskins jenny agutter vincent regan sacha bennett comedy
paul haggis,don cheadle,loretta devine,jennifer esposito,crime drama thriller,crash ,don cheadle loretta devine jennifer esposito paul haggis crime drama thriller
rodrigo garcía,mia wasikowska,michael mcelhatton,mark williams,drama,albert nobbs ,mia wasikowska michael mcelhatton mark williams rodrigo garcía drama
jeta amata,akon,nathin butler,razaaq adoti,action crime drama thriller,black november ,akon nathin butler razaaq adoti jeta amata action crime drama thriller
siddharth anand,saif ali khan,mary goggin,vic aviles,comedy family romance,ta ra rum pum ,saif ali khan mary goggin vic aviles siddharth anand comedy family romance
vincent paronnaud,catherine deneuve,gena rowlands,danielle darrieux,animation biography drama war,persepolis ,catherine deneuve gena rowlands danielle darrieux vincent paronnaud animation biography drama war
joe dante,bruce dern,teri polo,haley bennett,adventure fantasy thriller,the hole ,bruce dern teri polo haley bennett joe dante adventure fantasy thriller
dennis gansel,max riemelt,elyas m'barek,jennifer ulrich,drama thriller,the wave ,max riemelt elyas m'barek jennifer ulrich dennis gansel drama thriller
nicolas winding refn,keanu reeves,bella heathcote,charles baker,horror thriller,the neon demon ,keanu reeves bella heathcote charles baker nicolas winding refn horror thriller
daniel barber,joseph gilgun,jack o'connell,sean harris,action crime drama thriller,harry brown ,joseph gilgun jack o'connell sean harris daniel barber action crime drama thriller
sam raimi,j.k. simmons,james franco,kirsten dunst,action adventure romance,spider-man 3 ,j.k. simmons james franco kirsten dunst sam raimi action adventure romance
robert marcarelli,george coe,william hootkins,ayla kell,action adventure fantasy sci-fi thriller,the omega code ,george coe william hootkins ayla kell robert marcarelli action adventure fantasy sci-fi thriller
ernie barbarash,darren shahlavi,aki aleong,brahim achabbakhe,action thriller,pound of flesh ,darren shahlavi aki aleong brahim achabbakhe ernie barbarash action thriller
guy hamilton,desmond llewelyn,lois maxwell,jill st. john,action adventure thriller,diamonds are forever ,desmond llewelyn lois maxwell jill st. john guy hamilton action adventure thriller
francis ford coppola,al pacino,marlon brando,robert duvall,crime drama,the godfather ,al pacino marlon brando robert duvall francis ford coppola crime drama
adrian lyne,michael nouri,cynthia rhodes,lee ving,drama music romance,flashdance ,michael nouri cynthia rhodes lee ving adrian lyne drama music romance
marc webb,joseph gordon-levitt,chloë grace moretz,zooey deschanel,comedy drama romance,500 days of summer ,joseph gordon-levitt chloë grace moretz zooey deschanel marc webb comedy drama romance
jane campion,holly hunter,ian mune,geneviève lemon,drama music romance,the piano ,holly hunter ian mune geneviève lemon jane campion drama music romance
